X,Y,version,station,name,grid,ihdtm_x,ihdtm_y,centroid_x,centroid_y,dtm_area,altbar,aspbar,bfihost,dplbar,dpsbar,farl,fpext,ldp,propwet,rmed1h,rmed1d,rmed2d,saar,saar4170,sprhost,urbconc1990,urbext1990,urbloc1990,urbconc2000,urbext2000,urbloc2000,qmed_suitability,pooling_suitability,data_source,amax_record_length,qmed_obs,qmed_cds2008
458050,312150,3,28056,Rothley Brook         ,GB,458050,312150,450442,307232,91.89,114,119,0.353,15.25,38.4,0.962,0.0774,27.94,0.3,11,31,39.4,672,688,43.22,0.754,0.0618,0.791,0.86,0.0767,0.748,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,12.396,14.28302972
465350,347900,3,28060,Dover Beck            ,GB,465350,347900,460980,351546,62.75,88,119,0.751,8.25,54,0.953,0.0631,16.66,0.27,11,33,42.6,683,686,24.62,0.637,0.0294,0.95,0.812,0.0378,0.956,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,2.2845,2.702157207
398250,351950,3,28061,Churnet               ,GB,398250,351950,396765,356765,136.34,230,232,0.442,11.95,92.3,0.927,0.0527,23.09,0.44,10.2,35,43.2,976,982,35.2,0.683,0.0214,0.759,0.807,0.0288,0.747,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,35,28.15,33.70455977
420750,293700,3,28080,Tame                  ,GB,420750,293700,410266,287272,795.09,132,79,0.472,29.23,30.5,0.945,0.1176,53.43,0.3,10.8,32.9,40.8,716,722,36.21,0.862,0.2706,1.082,0.944,0.3826,1.116,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,28,113.1865,73.922304
454250,297300,3,28082,Soar                  ,GB,454250,297300,449050,294044,180.57,103,64,0.445,12.41,26,0.982,0.1138,23.09,0.3,10.8,31.3,38.5,637,668,39.94,0.731,0.0362,0.847,0.843,0.0445,0.859,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,27,19.655,18.6454494
435400,336600,3,28085,Derwent               ,GB,435400,336600,423868,368287,1051.67,259,131,0.55,52.84,117.2,0.949,0.0398,90.7,0.39,10.2,36.3,48.2,1012,1017,26.17,0.615,0.0168,0.636,0.791,0.031,0.664,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,27,130.785,160.0385653
458850,297700,3,28086,Sence                 ,GB,458850,297700,464841,296493,126.04,123,285,0.36,12.57,36.3,0.997,0.0736,26.29,0.29,11.9,32.8,40.9,642,666,43.28,0.769,0.0273,0.467,0.862,0.0347,0.499,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,26,22.511,18.27383631
463150,387150,3,28091,Ryton                 ,GB,463150,387150,455874,383901,228.23,71,79,0.758,18.39,31.5,0.957,0.0908,40.05,0.3,11.4,31.7,41.8,646,626,17.71,0.769,0.0682,1.098,0.864,0.0715,1.117,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,21,11.376,6.805025589
418100,305000,3,28095,Tame                  ,GB,418100,305000,418588,292945,1429.2,120,83,0.488,38.36,29.6,0.938,0.1287,70.32,0.3,10.7,32.5,40.3,691,704,35.86,0.844,0.1804,1.183,0.932,0.2498,1.211,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,23,139.81,102.9744776
541600,379250,3,29002,Great Eau             ,GB,541600,379250,536273,377820,80.4,68,69,0.713,9.03,52.6,0.952,0.0626,17.78,0.28,11.2,34.8,41.6,692,718,21.82,0.295,0.0057,0.698,-9.999,0.0019,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,3.226,4.089118827
503250,387650,3,29009,Ancholme              ,GB,503250,387650,499618,385709,29.52,31,72,0.625,5.6,12.2,0.997,0.2063,11.29,0.26,11.5,28.5,36.4,616,640,25.71,-9.999,0.0049,-9.999,-9.999,0.0044,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,35,1.851,2.102918238
484250,348050,3,30001,Witham                ,GB,484250,348050,489791,333506,295.71,86,28,0.592,27.85,30.4,0.975,0.1404,53.44,0.27,10.9,31.7,41.1,615,632,28.5,0.626,0.0187,0.877,0.81,0.0351,0.943,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,51,16.468,15.58234477
524150,361150,3,30003,Bain                  ,GB,524150,361150,526134,376051,199.42,80,209,0.757,21.32,39.3,0.963,0.0808,41.8,0.29,11.1,32.6,39.8,667,704,21.9,0.534,0.012,0.738,0.71,0.0088,0.639,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,16.909,6.823197111
540200,367550,3,30004,Lymn                  ,GB,540200,367550,534402,371019,60.24,65,91,0.568,9.39,53.2,0.979,0.0606,17.39,0.29,11.3,34,41.3,686,696,32.48,0.388,0.0109,0.869,0.644,0.0058,0.974,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,7.128,6.093753548
508800,348450,3,30006,Slea                  ,GB,508800,348450,500529,343853,51.53,58,83,0.809,14.35,27.9,0.964,0.1063,24.88,0.23,11.3,31.7,41.7,601,629,18.51,0.676,0.0275,0.567,0.752,0.0393,0.628,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,1.688,1.237517607
504150,369600,3,30013,Heighington Beck      ,GB,504150,369600,500462,367285,24.03,51,69,0.945,6.35,19,0.963,0.12,11.7,0.26,11.9,32.4,40.5,605,609,5.81,0.713,0.0679,1.108,0.845,0.079,1.086,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,0.541,0.315512209
249050,892100,3,3002,Carron                ,GB,249050,892100,240482,888010,236.84,440,44,0.436,15.83,218.3,0.974,0.0376,31.8,0.81,9.2,43.7,65.4,1785,2025,49.95,-9.999,0,-9.999,-9.999,0,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,190.699,155.1102394
240250,900150,3,3003,Oykel                 ,GB,240250,900150,231271,901365,331.64,297,61,0.359,16.74,148.2,0.915,0.0488,31.14,0.81,9.4,45.4,65.2,1896,1962,53.57,-9.999,0,-9.999,-9.999,0,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,29,342.057,213.8543396
509450,307750,3,31004,Welland               ,GB,509450,307750,483677,298564,708,104,99,0.476,44.61,47.7,0.925,0.0867,79.98,0.29,12,31.1,40,632,638,37.93,0.634,0.0119,0.755,0.79,0.0182,0.855,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,36.402,43.43030876
496950,299650,3,31005,Welland               ,GB,496950,299650,477726,293382,419.59,111,98,0.377,34.76,50.9,0.971,0.098,58.16,0.3,12.1,31.7,40.4,636,644,45.06,0.594,0.0081,1.058,0.767,0.0131,1.12,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,37.6,43.45858192
508150,299600,3,32010,Nene                  ,GB,508150,299600,483491,272913,1516.1,93,91,0.52,74.24,36.2,0.915,0.0984,121.43,0.28,12.2,30.7,39.3,620,626,36.56,0.705,0.0312,0.987,0.824,0.0492,1.001,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,67,62.617,65.98285128
465550,260450,3,32029,Flore                 ,GB,465550,260450,465814,261857,8.34,105,183,0.43,2.5,38.9,1,0.0861,4.23,0.3,12.1,32,41.7,624,646,42.73,-9.999,0.0009,-9.999,-9.999,0.0016,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,5,2.538,1.419705893
473550,235350,3,33005,Bedford Ouse          ,GB,473550,235350,467160,231972,387.74,114,148,0.48,22.43,27.4,0.983,0.1108,40.11,0.31,10.3,30.4,38.4,655,667,37.29,0.585,0.0092,0.883,0.726,0.0137,0.994,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,28,21.8,35.18399519
572250,311950,3,33007,Nar                   ,GB,572250,311950,582917,315878,147.47,58,271,0.803,18.4,23.3,0.926,0.1336,41.66,0.26,11.1,29.2,37.8,683,688,16.59,0.522,0.0092,0.938,0.635,0.0059,0.935,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,41,3.693,3.948633744
589150,280150,3,33011,Little Ouse           ,GB,589150,280150,599445,278215,130.1,39,352,0.653,17.39,17.4,0.985,0.1461,30.25,0.28,10.7,27.5,34.9,596,602,25.98,0.41,0.0086,0.984,0.675,0.0081,1.059,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,3.829,5.763841311
575750,272950,3,33014,Lark                  ,GB,575750,272950,583069,266085,274.05,59,19,0.782,17.91,23.3,0.944,0.1097,32.76,0.27,10.6,28,36.8,593,608,18.4,0.609,0.022,1.012,0.813,0.0353,1.004,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,8.02,5.223893669
471450,248750,3,33018,Tove                  ,GB,471450,248750,463136,247958,132.65,132,86,0.368,12.09,37.1,0.986,0.0627,22.55,0.3,11.4,31.6,40.2,661,697,41.19,0.532,0.0065,0.594,0.719,0.0157,0.708,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,13.818,19.62281523
587950,283000,3,33019,Thet                  ,GB,587950,283000,599012,291010,311.37,39,221,0.707,27.54,13.9,0.932,0.1901,45.99,0.31,11,28.2,35.4,620,636,23.94,0.616,0.0136,0.95,0.774,0.0141,0.883,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,7.845,9.018291703
541450,252250,3,33021,Rhee                  ,GB,541450,252250,534753,244427,306.06,49,10,0.715,18.34,24.8,0.994,0.1778,35.07,0.24,10.6,28.3,35,559,573,23.94,0.523,0.0142,0.865,0.757,0.0213,0.84,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,8.242,7.703996871
571600,300550,3,33029,Stringside            ,GB,571600,300550,573505,305835,95.53,25,205,0.864,9.56,13.5,0.991,0.2263,19.26,0.23,11.1,28.4,36.3,628,633,12.39,0.642,0.0072,1.289,0.806,0.0066,1.341,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,2.644,1.982318177
488900,240750,3,33031,Broughton Brook       ,GB,488900,240750,493727,237056,69.93,98,307,0.483,10.55,29.1,0.967,0.1432,21.39,0.31,10.4,29.1,37.4,629,621,40.86,0.427,0.011,0.969,0.786,0.038,0.788,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,38,9.4415,6.816229769
568450,337500,3,33032,Heacham               ,GB,568450,337500,574858,333466,56.18,57,333,0.968,10.93,25.6,0.983,0.1161,21.65,0.24,11.1,30.6,38.3,688,694,6.01,0.524,0.0165,1.001,0.621,0.0064,1.086,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,0.451,0.885204579
518950,237850,3,33033,Hiz                   ,GB,518950,237850,518748,229573,112.96,87,20,0.771,13.29,35.6,0.99,0.0948,25.59,0.3,10.5,29.6,36.1,602,618,20.35,0.689,0.0578,0.889,0.847,0.0697,0.903,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,36,4.047,3.198769294
585050,284350,3,33034,Little Ouse           ,GB,585050,284350,596477,281368,707.72,42,351,0.694,29.07,16.3,0.959,0.1632,50.58,0.29,10.9,28.2,35.3,607,618,23.98,0.57,0.0131,0.884,0.753,0.0169,0.85,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,41,16.995,19.84069581
487500,244450,3,33037,Bedford Ouse          ,GB,487500,244450,470035,238160,801.65,111,109,0.437,38.81,29.6,0.943,0.1041,66.98,0.3,10.7,30.2,38.4,648,667,39.69,0.599,0.015,0.683,0.745,0.0237,0.725,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,61.906,61.9359449
515950,253450,3,33039,Bedford Ouse          ,GB,515950,253450,483449,239640,1662.3,95,77,0.447,97.7,30,0.939,0.1348,152.82,0.28,10.8,29.9,37.8,628,638,40.85,0.647,0.0258,0.76,0.806,0.039,0.822,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,37,93,100.7645826
602650,287750,3,33045,Wittle                ,GB,602650,287750,605154,287146,27.55,42,290,0.534,4.77,15.1,0.974,0.1771,9.78,0.31,11,27.6,34,608,627,32.7,0.549,0.0119,0.883,0.643,0.0104,0.88,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,1.0905,2.432402048
563050,270350,3,33050,Snail                 ,GB,563050,270350,565075,262304,57.9,64,322,0.738,11.94,27.8,1,0.1022,20.4,0.26,10.9,30.9,37.7,577,589,20.58,0.609,0.0361,0.873,0.758,0.0458,0.818,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,35,1.708,1.910089429
550450,242650,3,33051,Cam                   ,GB,550450,242650,551708,236036,140.09,93,29,0.576,12.86,40.5,0.993,0.0518,22.82,0.29,10.8,29.1,36.7,599,611,31.23,0.602,0.0188,0.839,0.78,0.0253,0.789,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,8.2735,8.581069444
568050,325250,3,33054,Babingley             ,GB,568050,325250,574758,325733,48.51,52,288,0.906,9.52,28.4,0.944,0.1181,17.72,0.24,11,29.9,37.6,686,694,9.73,0.458,0.0087,0.948,0.597,0.0053,0.96,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,33,1.129,0.964152358
491700,224050,3,33057,Ouzel                 ,GB,491700,224050,493921,221073,122.39,114,334,0.524,9.53,33.1,0.991,0.1574,17.61,0.31,10,31.1,38.6,643,664,37.6,0.585,0.0147,1.104,0.777,0.0246,1.12,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,29,7.572,11.22122929
488350,232200,3,33058,Ouzel                 ,GB,488350,232200,493287,224143,221.1,113,335,0.481,19.54,35.8,0.987,0.1275,31.62,0.31,10.2,30.9,38.6,641,661,40.18,0.649,0.0232,0.935,0.814,0.0386,0.9,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,30,26.2445,20.72064483
595550,280750,3,33063,Little Ouse           ,GB,595550,280750,601051,277607,103.32,41,351,0.596,11.69,17.2,0.982,0.1498,21.93,0.28,10.7,27.3,34.6,595,602,29.13,0.412,0.0102,0.82,0.69,0.0096,0.936,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,29,3.843,5.806000345
617000,311250,3,34005,Tud                   ,GB,617000,311250,605697,311919,72.12,46,63,0.598,14.38,20.3,0.973,0.1578,25.54,0.31,11.3,28.6,36.1,649,644,32.64,0.679,0.0313,1.212,0.793,0.0288,1.301,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,48,3.144,5.34340026
584150,342800,3,34012,Burn                  ,GB,584150,342800,584689,337532,83.87,48,25,0.965,8.52,26.8,0.997,0.0983,17.01,0.3,11.1,30.9,38.9,668,676,6.29,0.509,0.0116,0.733,-9.999,0.0049,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,43,1.009,1.226438476
605850,257850,3,35008,Gipping               ,GB,605850,257850,601946,259639,126.98,63,67,0.402,9,24.6,0.996,0.0988,17.94,0.28,10.5,26.7,34,577,606,43.4,0.625,0.0197,0.478,0.8,0.0284,0.491,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,12.624,11.95400656
598300,237850,3,36003,Box                   ,GB,598300,237850,593948,242065,56.46,60,145,0.554,8.92,26.5,0.993,0.0936,15.94,0.26,10.4,25.5,32.2,566,602,37.77,0.434,0.0092,1.212,0.681,0.0124,1.133,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,3.8355,3.562307095
586850,245950,3,36004,Chad Brook            ,GB,586850,245950,586647,250956,50.32,80,183,0.44,9.53,28.5,1,0.065,20.74,0.28,10.3,25.6,33,589,608,40.53,0.436,0.0057,0.959,0.699,0.0057,0.661,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,5.062,5.337702765
602450,242950,3,36005,Brett                 ,GB,602450,242950,596377,249596,155.85,69,158,0.428,15.87,29.8,0.994,0.0764,35.13,0.28,10.3,26.2,33.7,580,603,43.59,0.442,0.0076,0.786,0.655,0.0092,0.829,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,11.481,13.44796512
584750,242150,3,36007,Belchamp Brook        ,GB,584750,242150,581018,240358,58.16,65,70,0.523,7.14,26.1,0.996,0.0789,13.64,0.25,10.5,27.3,34.1,560,563,36.21,0.462,0.0057,1.136,-9.999,0.0036,-9.999,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,4.628,3.948695558
582750,246350,3,36008,Stour                 ,GB,582750,246350,569913,247315,222.82,89,121,0.413,22.13,33.3,0.994,0.0684,41.22,0.26,10.7,28.7,36.3,589,606,42.95,0.587,0.0152,0.965,0.761,0.0234,0.985,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,50,16.678,19.91021564
591400,252450,3,36009,Brett                 ,GB,591400,252450,590503,255182,25.62,87,151,0.395,5.57,18.5,1,0.1129,10.77,0.28,10.2,25.2,32.6,598,609,46.68,-9.999,0.0046,-9.999,0.5,0.0052,1.07,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,3.7645,3.53924155
568950,241800,3,36010,Bumpstead Brook       ,GB,568950,241800,565863,241222,27.58,96,97,0.387,4.61,34.1,0.999,0.0447,9.26,0.27,11.2,29.1,36.9,588,616,44.57,0.358,0.0056,0.501,0.597,0.0075,0.575,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,6.795,3.62982204
569650,244050,3,36011,Stour Brook           ,GB,569650,244050,565540,246162,34.28,98,101,0.382,6.65,33.5,0.999,0.0603,13.96,0.26,10.9,28.6,36.8,592,624,44.63,0.713,0.0554,0.592,0.845,0.1003,0.614,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,6.031,4.515962124
570850,245050,3,36012,Stour                 ,GB,570850,245050,567272,251505,76.64,97,147,0.396,11.19,30.1,0.99,0.06,21.74,0.26,10.7,29.8,38.3,599,613,43.95,0.5,0.0088,0.553,0.626,0.0101,0.572,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,42,11.991,8.710787401
578600,210750,3,37003,Ter                   ,GB,578600,210750,573430,217809,77.76,59,149,0.461,13.81,18.6,0.994,0.1153,29.29,0.31,11.5,28.8,36.9,570,591,41.76,0.432,0.0074,0.854,0.752,0.0116,0.994,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,4.6795,6.424745255
596250,226050,3,37005,Colne                 ,GB,596250,226050,581429,232555,235.9,66,121,0.537,24.65,30.4,0.97,0.0761,46.2,0.25,11,27.8,34.5,566,595,38.13,0.539,0.0141,0.83,0.755,0.0218,0.793,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,50,12.2845,11.74709893
568550,206050,3,37007,Wid                   ,GB,568550,206050,564214,198561,135.75,69,62,0.244,16.21,27.4,0.995,0.0782,28.86,0.28,11.7,31.8,38.7,592,606,47.61,0.681,0.0462,1.075,0.854,0.0715,1.096,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,14.026,18.74610604
571250,207050,3,37008,Chelmer               ,GB,571250,207050,564283,222438,189.65,77,131,0.492,25.99,27.8,0.985,0.0738,45.52,0.31,11.3,28.7,35.7,584,600,39.34,0.635,0.0228,0.546,0.782,0.0317,0.586,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,13.947,13.13601089
581750,214650,3,37009,Brain                 ,GB,581750,214650,574485,222397,60.28,64,105,0.534,14.12,24.2,0.997,0.0839,28.38,0.3,11.6,28.7,36,572,596,36.42,0.709,0.057,0.807,0.887,0.0743,0.773,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,3.8385,4.227843442
584500,215800,3,37010,Blackwater            ,GB,584500,215800,575177,227559,247.09,68,141,0.477,28.18,25.7,0.992,0.0981,59.18,0.26,11.4,28.4,35.3,572,594,40.05,0.57,0.0205,0.852,0.772,0.0262,0.767,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,11.886,16.48352693
562850,223350,3,37011,Chelmer               ,GB,562850,223350,560093,228787,72.78,94,132,0.448,9.49,31.9,0.992,0.0595,18.3,0.31,11.2,28.1,34.9,591,602,41.15,0.438,0.0087,0.999,0.657,0.0121,0.954,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,9.067,7.029145605
575550,205500,3,37013,Sandon Brook          ,GB,575550,205500,575428,201211,74.95,52,33,0.276,9.29,24.2,0.855,0.092,16.74,0.28,12.1,31.8,38.9,575,585,46.64,0.547,0.0181,0.928,0.795,0.0263,0.977,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,7.202,5.80245727
556050,203950,3,37014,Roding                ,GB,556050,203950,558197,213815,92.74,76,130,0.403,15.88,18.5,0.986,0.107,31.53,0.31,11.2,29.9,38,598,610,46.46,0.412,0.0088,0.956,0.57,0.0076,1.144,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,10.678,9.879206623
566850,231350,3,37016,Pant                  ,GB,566850,231350,562345,235668,63.78,97,113,0.404,10.14,28.8,0.997,0.0691,18.61,0.3,11.3,28.2,35.2,588,612,43.6,0.466,0.0116,0.996,0.617,0.009,1.224,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,8.502,7.059043687
579250,224300,3,37017,Blackwater            ,GB,579250,224300,567758,232355,140.38,84,134,0.493,22.16,29.5,0.994,0.0688,40,0.31,11.4,28.4,35.3,579,604,39.11,0.573,0.0217,0.639,0.765,0.0255,0.551,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,40,13.994,10.17520304
539350,214750,3,38002,Ash                   ,GB,539350,214750,543206,222683,78.1,93,165,0.505,12.9,34.5,1,0.0491,25.04,0.31,11.2,31.5,38.7,619,629,35.75,0.475,0.0134,0.773,0.676,0.0138,0.85,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,69,6.653,7.4924872
528250,213300,3,38003,Mimram                ,GB,528250,213300,518266,220346,130.2,121,134,0.72,16.81,44.2,0.985,0.0498,32.06,0.3,10.6,30,38.1,656,641,27.49,0.661,0.0431,0.857,0.838,0.0649,0.781,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,57,1.942,5.792150744
536050,217400,3,38004,Rib                   ,GB,536050,217400,537728,228623,136.69,112,163,0.469,19.45,38.4,0.999,0.0538,30.29,0.3,11.2,31.7,38.9,625,646,38.03,0.511,0.0127,0.831,0.714,0.0146,0.896,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,50,11.87,13.78803054
543150,210350,3,38007,Canons Brook          ,GB,543150,210350,544684,208308,20.74,75,335,0.352,4.28,29.3,0.988,0.052,7.76,0.31,11.1,31.8,39,601,611,45.95,0.757,0.1731,0.874,0.831,0.2483,0.905,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,59,7.502,3.180502576
529900,209850,3,38018,Upper Lee             ,GB,529900,209850,515234,216976,157.41,114,93,0.686,23.33,40.5,0.932,0.0696,47.37,0.3,10.4,30,37.8,663,653,27.37,0.795,0.1628,1.333,0.907,0.2002,1.303,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,49,7.431,6.718127797
538650,199950,3,38020,Cobbins Brook         ,GB,538650,199950,542744,202537,38.87,71,254,0.223,7.8,44.4,0.997,0.0582,13.82,0.29,11.1,32.8,40.5,616,609,49.51,0.798,0.038,0.734,0.823,0.0517,0.766,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,7.604,7.592343545
535950,198500,3,38021,Turkey Brook          ,GB,535950,198500,530130,201931,41.48,78,119,0.242,9.22,55.3,0.948,0.0439,14.34,0.29,10.9,30.8,39.7,667,663,47.95,0.696,0.0437,0.838,0.877,0.0707,0.87,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,39,6.967,8.28262571
517750,169850,3,39001,Thames                ,GB,517750,169850,462899,187850,9930.8,109,108,0.653,139.87,42,0.942,0.1476,269.55,0.3,10.8,32.7,41.5,706,724,26.94,0.682,0.0426,0.734,0.844,0.0664,0.675,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,127,315.61,322.7054229
456800,193550,3,39002,Thames                ,GB,456800,193550,430925,212889,3480.01,122,131,0.65,80.64,37.1,0.953,0.1758,138,0.31,10.1,32.3,40.5,690,716,27.04,0.678,0.0265,0.896,0.813,0.0298,0.872,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,71,149.586,130.9580962
526600,170600,3,39003,Wandle                ,GB,526600,170600,530257,160938,177.66,114,334,0.758,17.37,57.8,0.985,0.0774,32.45,0.31,10.9,33.2,43,724,725,20.47,0.816,0.2473,0.619,0.894,0.3643,0.682,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,65,11.5,8.300229337
521650,171750,3,39005,Beverley Brook        ,GB,521650,171750,523783,166739,39.49,41,346,0.476,7.12,26.6,0.994,0.1379,16.12,0.29,10.4,33.3,39.9,630,633,33.97,0.872,0.3781,1.017,0.927,0.4992,1.044,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,62,11.1425,4.726931093
440200,201850,3,39006,Windrush              ,GB,440200,201850,418884,219840,361.6,178,141,0.79,43.84,60.5,0.951,0.075,70.6,0.33,10.5,33.7,42.1,744,771,17.18,0.596,0.0152,0.667,0.789,0.0152,0.572,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,59,11.3,12.39228631
473150,164750,3,39007,Blackwater            ,GB,473150,164750,479803,154749,359.77,88,352,0.63,19.53,32.1,0.886,0.1317,35.82,0.32,11.8,32,41.4,708,712,26.78,0.681,0.0665,1.109,0.872,0.1323,1.107,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,57,22.2,17.1224995
514950,201800,3,39014,Ver                   ,GB,514950,201800,508499,212317,134.63,136,123,0.677,18.69,38.5,0.947,0.0546,31.77,0.3,10.5,31.2,38.2,699,705,32.02,0.698,0.0714,0.721,0.891,0.1062,0.688,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,53,1.281,7.46392861
464850,170850,3,39016,Kennet                ,GB,464850,170850,433673,170432,1037.36,151,99,0.766,46.89,54.9,0.965,0.0782,90.42,0.31,10.5,32.9,42.3,758,769,18.73,0.61,0.0137,0.816,0.774,0.0169,0.672,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,48,38.497,37.55398737
446950,168250,3,39019,Lambourn              ,GB,446950,168250,437599,178291,235.21,163,134,0.839,19.56,59.2,0.979,0.034,34.4,0.32,10.3,34.3,43.5,736,737,16.08,0.455,0.0049,0.605,0.626,0.005,0.505,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,47,3.55,7.227650502
412150,206250,3,39020,Coln                  ,GB,412150,206250,405568,216076,107.29,197,148,0.858,19.77,76.8,0.968,0.0291,35.78,0.33,10.6,35.3,45,821,818,12.17,0.4,0.01,1.021,0.499,0.0065,0.965,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,46,3.61,4.200690169
448250,218350,3,39021,Cherwell              ,GB,448250,218350,446659,240488,555.43,133,137,0.59,39.32,46.7,0.976,0.0942,67.16,0.3,10.9,33,41,664,701,31.41,0.674,0.0235,0.915,0.795,0.0244,0.938,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,31.65,33.72306817
471950,165200,3,39022,Loddon                ,GB,471950,165200,464844,154922,176.75,94,31,0.594,19.66,32.8,0.947,0.1015,31.53,0.33,11.1,32.4,41.1,735,757,26.4,0.612,0.0453,1.187,0.833,0.0872,1.204,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,44,16.685,14.8474086
489600,186650,3,39023,Wye                   ,GB,489600,186650,483929,195467,134.19,149,129,0.797,17.11,87.8,0.984,0.035,27.11,0.3,11.8,34.6,44.1,755,781,19.59,0.655,0.0701,0.75,0.817,0.1128,0.744,t,t,HiFlows-UK_3.1.2_WINFAP-FEH_data,45,2.809,6.010406678
